id,label
10143,0.982838
10144,0.991764
10145,0.016062
10146,0.999964
10147,0.986368
10148,0.954809
10149,0.002100
1015,0.007868
10150,0.489194
10151,0.005913
10152,0.002990
10153,0.992433
10154,0.123551
10155,0.997492
10156,0.015758
10157,0.152760
10158,0.011092
10159,0.998665
1016,0.794978
10160,0.003617
10161,0.004633
10162,0.999669
10163,0.999999
10164,0.887485
10165,0.744747
10166,0.999788
10167,0.999282
10168,0.751772
10169,0.998189
1017,0.004233
10170,0.002158
10171,0.005082
10172,0.999658
10173,0.002328
10174,0.473808
10175,0.222038
10176,0.999829
10177,0.972469
10178,0.530550
10179,0.987641
1018,0.999857
10180,0.119198
10181,0.997834
10182,0.071496
10183,0.280288
10184,0.001238
10185,0.988752
10186,0.999054
10187,0.993188
10188,0.043524
10189,0.999656
1019,0.999981
10190,0.999959
10191,0.049226
10192,0.670356
10193,0.003649
10194,0.018463
10195,0.999525
10196,0.998357
10197,0.999967
10198,0.212033
10199,0.002435
102,0.997927
1020,0.000994
10200,0.013815
10201,0.000722
10202,0.999974
10203,0.999337
10204,0.013896
10205,0.135132
10206,0.040870
10207,0.999947
10208,0.999931
10209,0.999649
1021,0.180412
10210,0.029678
10211,0.003341
10212,0.033786
10213,0.859274
10214,0.996371
10215,0.000651
10216,0.996965
10217,0.807529
10218,0.000563
10219,0.060188
1022,0.003721
10220,0.999880
10221,0.996759
10222,0.732736
10223,0.005937
10224,0.002003
10225,0.366308
10226,0.009056
10227,0.000613
10228,0.522751
10229,0.089018
1023,0.003282
10230,0.396356
10231,0.999946
10232,0.999999
10233,0.991516
10234,0.067443
10235,0.000070
10236,0.000847
10237,0.003937
10238,0.969121
10239,0.006748
1024,0.264887
10240,0.000077
10241,0.996010
10242,0.999998
10243,0.980706
10244,0.999995
10245,0.999723
10246,0.753595
10247,0.999949
10248,0.012872
10249,0.994146
1025,0.000651
10250,0.000309
10251,0.963236
10252,0.037960
10253,0.993709
10254,0.999977
10255,0.802873
10256,0.997370
10257,0.593477
10258,0.999924
10259,0.999873
1026,0.036307
10260,0.441953
10261,0.999969
10262,0.996364
10263,0.999596
10264,0.000645
10265,0.601348
10266,0.006298
10267,0.003636
10268,0.999913
10269,0.966645
1027,0.010009
10270,0.000550
10271,0.994787
10272,0.314778
10273,0.028233
10274,0.027366
10275,0.973162
10276,0.004446
10277,0.209018
10278,0.757588
10279,0.999915
1028,0.001406
10280,0.820501
10281,1.000000
10282,0.937289
10283,0.999998
10284,0.999907
10285,0.995293
10286,0.007938
10287,0.011278
10288,0.001884
10289,0.022238
1029,0.050339
10290,0.994278
10291,0.999761
10292,0.021188
10293,0.981569
10294,0.003375
10295,0.003142
10296,0.003994
10297,1.000000
10298,0.999899
10299,0.133978
103,0.000637
1030,0.001294
10300,0.998539
10301,0.001519
10302,0.908165
10303,0.289722
10304,0.999769
10305,0.999562
10306,0.998917
10307,0.320479
10308,0.000935
10309,0.005011
1031,0.031747
10310,0.670042
10311,0.033643
10312,0.000091
10313,0.996096
10314,0.002070
10315,0.999984
10316,0.981636
10317,0.999973
10318,0.000686
10319,0.722175
1032,0.761201
10320,0.999972
10321,0.999936
10322,0.998706
10323,0.904365
10324,0.984535
10325,0.005689
10326,0.999812
10327,0.993575
10328,0.002265
10329,0.999751
1033,0.396477
10330,0.029223
10331,0.009862
10332,0.999997
10333,0.022720
10334,0.024770
10335,0.999981
10336,0.026063
10337,0.132674
10338,0.083661
10339,0.998336
1034,0.998903
10340,0.041277
10341,0.007174
10342,0.999990
10343,0.001613
10344,0.986749
10345,0.998283
10346,0.091179
10347,0.452571
10348,0.793307
10349,0.991792
1035,0.089210
10350,0.972167
10351,0.000233
10352,0.999781
10353,0.003399
10354,0.937998
10355,0.998670
10356,0.003178
10357,0.928641
10358,0.101119
10359,0.649775
1036,0.977914
10360,0.017739
10361,0.009201
10362,0.006007
10363,0.000269
10364,0.999913
10365,0.037569
10366,0.999848
10367,0.999283
10368,0.998642
10369,0.019630
1037,0.994236
10370,0.980461
10371,0.011686
10372,0.996415
10373,0.010523
10374,0.987553
10375,0.631385
10376,0.000693
10377,0.024783
10378,0.004324
10379,0.994953
1038,0.999679
10380,0.926894
10381,0.212640
10382,0.000427
10383,0.068023
10384,0.929711
10385,0.999996
10386,0.003510
10387,0.965046
10388,0.004276
10389,0.000354
1039,0.001668
10390,0.999953
10391,0.848381
10392,0.313058
10393,0.003097
10394,0.004318
10395,0.997500
10396,0.998205
10397,0.000041
10398,0.000557
10399,0.999925
104,0.000074
1040,0.999434
10400,0.999997
10401,0.189442
10402,0.076170
10403,0.999931
10404,0.038508
10405,0.000088
10406,0.987925
10407,0.002092
10408,0.016078
10409,0.912105
1041,0.029657
10410,0.001989
10411,0.006900
10412,0.001684
10413,0.000646
10414,0.954042
10415,0.940487
10416,0.005876
10417,0.004160
10418,0.039597
10419,0.997483
1042,0.543029
10420,0.992095
10421,0.890033
10422,0.821357
10423,0.000651
10424,0.018713
10425,0.999768
10426,0.020668
10427,0.999830
10428,0.824208
10429,0.977445
1043,0.011795
10430,0.052874
10431,0.002152
10432,0.961777
10433,0.998613
10434,0.999968
10435,0.006337
10436,0.998928
10437,0.059287
10438,0.996016
10439,0.063484
1044,0.522226
10440,0.035554
10441,0.023471
10442,0.982628
10443,0.946004
10444,0.990712
10445,1.000000
10446,0.998125
10447,0.997726
10448,0.999980
10449,0.998722
1045,0.093832
10450,0.000520
10451,0.005367
10452,0.142335
10453,0.878130
10454,0.001763
10455,0.296149
10456,0.859081
10457,0.034025
10458,0.999981
10459,0.000089
1046,0.173668
10460,0.002873
10461,0.000964
10462,0.993262
10463,0.021483
10464,0.999779
10465,0.999595
10466,0.995640
10467,0.004366
10468,0.004608
10469,0.007735
1047,0.177881
10470,0.010334
10471,0.018022
10472,0.003133
10473,0.997932
10474,0.994360
10475,0.000390
10476,0.998832
10477,0.094866
10478,0.999229
10479,0.868517
1048,0.999952
10480,0.169655
10481,0.000121
10482,0.178815
10483,0.309297
10484,0.966971
10485,0.924069
10486,0.426422
10487,0.997181
10488,0.999470
10489,0.049282
1049,0.021235
10490,0.999417
10491,0.006962
10492,0.998228
10493,0.021035
10494,0.998806
10495,0.013035
10496,0.999974
10497,0.942109
10498,0.003105
10499,0.999123
105,0.986293
1050,0.006835
10500,0.999973
10501,0.998407
10502,0.999550
10503,0.735698
10504,0.999626
10505,0.774733
10506,0.000801
10507,0.347239
10508,0.135385
10509,0.973578
1051,0.074189
10510,0.015872
10511,0.003045
10512,0.550197
10513,0.033717
10514,0.998261
10515,0.064649
10516,0.998952
10517,0.999746
10518,0.997141
10519,0.000239
1052,0.999106
10520,0.996648
10521,0.000390
10522,0.071917
10523,0.994118
10524,0.996028
10525,0.996813
10526,0.970018
10527,0.003747
10528,0.015034
10529,0.003452
1053,0.999990
10530,0.003909
10531,0.983083
10532,0.044640
10533,0.011468
10534,0.999949
10535,0.366941
10536,0.158481
10537,0.885489
10538,0.019296
10539,0.194143
1054,0.999654
10540,0.986790
10541,0.971442
10542,0.227869
10543,0.007359
10544,0.111193
10545,0.022791
10546,0.001118
10547,0.343423
10548,0.999924
10549,0.000566
1055,0.789455
10550,0.985718
10551,0.998789
10552,0.002946
10553,0.015012
10554,0.986431
10555,0.000695
10556,0.997122
10557,0.045524
10558,0.999708
10559,0.999934
1056,0.988916
10560,0.020451
10561,0.999444
10562,0.999777
10563,0.998631
10564,0.999735
10565,0.997798
10566,0.999848
10567,0.999913
10568,0.991336
10569,0.998930
1057,0.999405
10570,0.199744
10571,0.999974
10572,0.381393
10573,0.006256
10574,0.995942
10575,0.006250
10576,0.001017
10577,0.000297
10578,0.999921
10579,0.607579
1058,0.989090
10580,0.995722
10581,0.999907
10582,0.000792
10583,0.911777
10584,0.993149
10585,0.154468
10586,0.006302
10587,0.999462
10588,0.999873
10589,0.019201
1059,0.999976
10590,0.000116
10591,0.999678
10592,0.025266
10593,0.987700
10594,0.999570
10595,0.999953
10596,0.005954
10597,0.017456
10598,0.999989
10599,0.999892
106,0.983100
1060,0.015722
10600,0.995909
10601,0.836138
10602,0.674387
10603,0.002904
10604,0.025839
10605,0.023376
10606,0.998447
10607,0.003073
10608,0.990881
10609,0.939987
1061,0.000931
10610,0.999894
10611,0.007155
10612,0.978428
10613,0.018755
10614,0.001499
10615,0.000688
10616,0.999839
10617,0.024123
10618,0.121922
10619,0.532327
1062,0.012702
10620,0.996186
10621,0.000652
10622,0.871392
10623,0.014722
10624,0.000905
10625,0.998620
10626,0.029491
10627,0.002438
10628,0.000781
10629,0.962663
1063,0.004077
10630,0.006869
10631,0.002477
10632,0.999218
10633,0.999754
10634,0.001262
10635,0.043849
10636,0.960061
10637,0.043601
10638,0.012727
10639,0.994002
1064,0.310513
10640,0.998867
10641,0.992665
10642,0.998607
10643,0.002635
10644,0.998684
10645,1.000000
10646,0.823144
10647,0.070116
10648,0.995200
10649,0.024405
1065,0.009702
10650,0.004288
10651,0.997811
10652,0.063314
10653,0.002570
10654,0.034926
10655,0.000824
10656,0.999376
10657,0.284609
10658,0.998458
10659,0.975683
1066,0.999977
10660,0.004209
10661,0.992387
10662,0.994584
10663,0.991952
10664,0.001172
10665,0.050275
10666,0.999933
10667,0.999976
10668,0.000272
10669,0.000438
1067,0.999991
10670,0.260408
10671,0.001498
10672,0.058011
10673,0.999595
10674,0.000263
10675,0.039203
10676,0.164766
10677,0.017785
10678,0.044365
10679,0.002873
1068,0.999965
10680,0.967411
10681,0.000092
10682,0.088005
10683,0.999627
10684,0.998800
10685,0.013986
10686,0.009868
10687,0.034157
10688,0.999011
10689,0.999960
1069,0.085044
10690,0.015287
10691,0.006389
10692,0.999248
10693,0.027873
10694,0.003799
10695,0.999978
10696,0.999832
10697,0.999989
10698,0.296232
10699,0.988226
107,0.035715
1070,0.999902
10700,0.005164
10701,0.998221
10702,0.937157
10703,0.015131
10704,0.751169
10705,0.999654
10706,0.939298
10707,0.999995
10708,0.005422
10709,0.999376
1071,0.018192
10710,0.908619
10711,0.000475
10712,0.999997
10713,0.278370
10714,0.974083
10715,0.999995
10716,0.009402
10717,0.994653
10718,0.220901
10719,0.999649
1072,0.967316
10720,0.999966
10721,0.003535
10722,0.007647
10723,0.993795
10724,0.999926
10725,0.993463
10726,0.160924
10727,0.000308
10728,0.242930
10729,0.023556
1073,0.002237
10730,0.999803
10731,0.993255
10732,0.216851
10733,0.921888
10734,0.001107
10735,0.000039
10736,0.979108
10737,0.026895
10738,0.987350
10739,0.997258
1074,0.999519
10740,0.012475
10741,0.612470
10742,0.991670
10743,0.998966
10744,0.994522
10745,0.041963
10746,0.000002
10747,0.260359
10748,0.001979
10749,0.000206
1075,0.993143
10750,0.992789
10751,0.001785
10752,0.916633
10753,0.856825
10754,0.012336
10755,0.999988
10756,0.999845
10757,0.024486
10758,0.999819
10759,0.163394
1076,0.001689
10760,0.104247
10761,0.373427
10762,0.024067
10763,0.000284
10764,0.003097
10765,0.999480
10766,0.999937
10767,0.999998
10768,0.999973
10769,0.994575
1077,0.028399
10770,0.999698
10771,0.987022
10772,0.726310
10773,0.997941
10774,0.007524
10775,0.000693
10776,0.074918
10777,0.986003
10778,0.006156
10779,0.000299
1078,0.010492
10780,0.004631
10781,0.297566
10782,0.934812
10783,0.020530
10784,0.214722
10785,0.997476
10786,0.000772
10787,0.988935
10788,0.998585
10789,0.001675
1079,0.843498
10790,0.630229
10791,0.045091
10792,0.048781
10793,0.060158
10794,0.995140
10795,0.999753
10796,0.027806
10797,0.278311
10798,0.997540
10799,0.001203
108,0.243916
1080,0.999994
10800,0.073222
10801,0.975294
10802,0.000526
10803,0.012995
10804,0.999565
10805,0.391102
10806,0.995552
10807,0.003596
10808,0.921149
10809,0.000276
1081,0.994139
10810,0.231698
10811,0.998780
10812,0.095682
10813,0.003496
10814,0.000282
10815,0.950827
10816,0.456758
10817,0.014779
10818,0.057179
10819,0.022687
1082,0.999880
10820,0.988383
10821,0.994328
10822,0.019819
10823,0.038157
10824,0.026636
10825,0.999978
10826,0.998370
10827,0.020843
10828,0.111401
10829,0.991574
1083,0.999436
10830,0.009329
10831,0.993492
10832,0.942539
10833,0.289478
10834,0.029262
10835,0.006603
10836,0.975423
10837,0.811859
10838,0.980492
10839,0.014152
1084,0.000253
10840,0.112190
10841,0.003238
10842,0.022509
10843,0.211339
10844,0.999251
10845,0.997966
10846,0.156061
10847,0.999977
10848,0.997644
10849,0.109325
1085,0.207093
10850,0.001567
10851,0.999964
10852,0.686556
10853,0.999848
10854,0.965221
10855,0.993528
10856,0.085609
10857,0.999980
10858,0.993172
10859,0.957305
1086,0.999938
10860,0.000359
10861,0.996428
10862,0.000797
10863,0.999613
10864,0.733103
10865,0.000459
10866,0.992858
10867,0.001059
10868,0.022088
10869,0.959680
1087,0.996267
10870,0.225029
10871,0.015856
10872,0.983146
10873,0.011342
10874,0.016063
10875,0.999946
10876,0.999519
10877,0.027939
10878,0.000207
10879,0.999793
1088,0.016933
10880,0.020054
10881,0.988046
10882,0.257527
10883,0.997584
10884,0.002223
10885,0.152869
10886,0.000117
10887,0.000001
10888,0.999976
10889,0.377341
1089,0.999999
10890,0.146701
10891,0.037937
10892,0.986231
10893,0.001908
10894,0.033155
10895,0.999084
10896,0.991648
10897,0.377240
10898,0.994083
10899,0.996330
109,0.690020
1090,0.035571
10900,0.999881
10901,0.025070
10902,0.999232
10903,0.999670
10904,0.993553
10905,0.998331
10906,0.149556
10907,0.999984
10908,0.245173
10909,0.999911
1091,0.964411
10910,0.051894
10911,0.963790
10912,0.999865
10913,0.856426
10914,0.998357
10915,0.000541
10916,0.997055
10917,0.095087
10918,0.001519
10919,0.997974
1092,0.930155
10920,0.998279
10921,0.336686
10922,0.008929
10923,0.005081
10924,0.998998
10925,0.997802
10926,0.981288
10927,0.006619
10928,0.000732
10929,0.980590
1093,0.741207
10930,0.995946
10931,0.049973
10932,0.999995
10933,0.760847
10934,0.001508
10935,0.999516
10936,0.889208
10937,0.998198
10938,0.068207
10939,0.165699
1094,0.984685
10940,0.999463
10941,0.011025
10942,0.122990
10943,0.581366
10944,0.066817
10945,0.019281
10946,0.999901
10947,0.000272
10948,0.943701
10949,0.006122
1095,0.998896
10950,0.002017
10951,0.999997
10952,0.897996
10953,0.010143
10954,0.983118
10955,0.040000
10956,0.069801
10957,0.984766
10958,0.000534
10959,0.892465
1096,0.951334
10960,0.048587
10961,0.997467
10962,0.740507
10963,0.999963
10964,0.000099
10965,0.000511
10966,0.993123
10967,0.001042
10968,0.990889
10969,0.752280
1097,0.019666
10970,0.001643
10971,0.017646
10972,0.440960
10973,0.999590
10974,0.999341
10975,0.011696
10976,0.994354
10977,0.068428
10978,0.011592
10979,0.999996
1098,0.052471
10980,0.000163
10981,0.584963
10982,0.643996
10983,0.999983
10984,0.998643
10985,0.999482
10986,0.138214
10987,0.052411
10988,0.051191
10989,0.009835
1099,0.002714
10990,0.999925
10991,0.376276
10992,0.001140
10993,0.999949
10994,0.988742
10995,0.737666
10996,0.999978
10997,0.000538
10998,0.999989
10999,0.805213
11,0.015898
110,0.998619
1100,0.999096
11000,0.299864
11001,0.999515
11002,0.995197
11003,0.043161
11004,0.012924
11005,0.999516
11006,0.999942
11007,0.991573
11008,0.007564
11009,0.067541
1101,0.663662
11010,0.930336
11011,0.398602
11012,0.997692
11013,0.999154
11014,0.983204
11015,0.983833
11016,0.997728
11017,0.029401
11018,0.001178
11019,0.658657
1102,0.019582
11020,0.999537
11021,0.998602
11022,0.001394
11023,0.999999
11024,0.999613
11025,0.004797
11026,0.083772
11027,0.989837
11028,0.009931
11029,0.624638
1103,0.046334
11030,0.999939
11031,0.000221
11032,0.003264
11033,0.997622
11034,0.774289
11035,0.996039
11036,0.978774
11037,0.999824
11038,0.002119
11039,0.000908
1104,0.003468
11040,0.134351
11041,0.999921
11042,0.072653
11043,0.999924
11044,0.999777
11045,0.371706
11046,0.999942
11047,0.999267
11048,0.961045
11049,0.726721
1105,0.873501
11050,0.999992
11051,0.998197
11052,0.097646
11053,0.983681
11054,0.990921
11055,0.007470
11056,0.002672
11057,0.999878
11058,0.243560
11059,0.001471
1106,0.927822
11060,0.101766
11061,0.003992
11062,0.999933
11063,0.999007
11064,0.007210
11065,0.999935
11066,0.999307
11067,0.609944
11068,0.023042
11069,0.999991
1107,0.010462
11070,0.999958
11071,0.997159
11072,0.197846
11073,0.830487
11074,0.002786
11075,0.000437
11076,0.004977
11077,0.000108
11078,0.004523
11079,0.991068
1108,0.999903
11080,0.999726
11081,0.992325
11082,0.370014
11083,0.992594
11084,0.955788
11085,0.994340
11086,0.694455
11087,0.002667
11088,0.460022
11089,0.999987
1109,0.024845
11090,0.997907
11091,0.039713
11092,0.999858
11093,0.998700
11094,0.011189
11095,0.926646
11096,0.805067
11097,0.950877
11098,0.219852
11099,0.035139
111,0.989438
1110,0.033070
11100,0.994041
11101,0.999923
11102,0.022384
11103,0.000627
11104,0.999891
11105,0.041961
11106,0.085909
11107,0.723934
11108,0.012655
11109,0.001612
1111,0.004167
11110,0.037449
11111,0.963524
11112,0.979586
11113,0.421218
11114,0.997713
11115,0.056150
11116,0.432788
11117,0.994798
11118,0.006132
11119,0.105565
1112,0.008404
11120,0.183177
11121,0.052498
11122,0.002154
11123,0.996253
11124,0.001072
11125,0.969345
11126,0.999966
11127,0.018073
11128,0.966037
11129,0.000058
1113,0.001008
11130,0.032845
11131,0.000939
11132,0.978188
11133,0.995263
11134,0.997824
11135,0.011112
11136,0.206201
11137,0.620373
11138,0.992613
11139,0.955714
1114,0.999487
11140,0.999971
11141,0.996222
11142,0.021739
11143,0.999996
11144,0.000958
11145,0.999482
11146,0.972651
11147,0.998540
11148,0.999028
11149,0.999982
1115,0.997919
11150,0.019871
11151,0.999927
11152,0.999990
11153,0.999292
11154,0.999970
11155,0.999684
11156,0.000912
11157,0.999032
11158,0.635247
11159,0.979523
1116,0.994784
11160,0.000642
11161,0.000004
11162,0.013321
11163,0.001927
11164,0.998695
11165,0.914292
11166,0.005175
11167,0.095833
11168,0.012121
11169,0.998756
1117,0.055901
11170,0.986457
11171,0.013795
11172,0.009169
11173,0.989164
11174,0.661557
11175,0.999836
11176,0.987566
11177,0.047438
11178,0.994868
11179,0.018772
1118,0.000042
11180,0.987776
11181,0.527983
11182,0.999475
11183,0.005701
11184,0.025995
11185,0.001266
11186,0.404861
11187,0.000854
11188,0.906658
11189,0.999608
1119,0.000355
11190,0.003800
11191,0.984309
11192,0.005427
11193,0.999273
11194,0.986282
11195,0.997098
11196,0.000773
11197,0.019364
11198,0.115200
11199,0.002899
112,0.999575
1120,0.243280
11200,0.021916
11201,0.999995
11202,0.588180
11203,0.006473
11204,0.997693
11205,0.996316
11206,0.011216
11207,0.000339
11208,0.845494
11209,0.016957
1121,0.999235
11210,0.995571
11211,0.818628
11212,0.420133
11213,0.999784
11214,0.004656
11215,0.012157
11216,0.031665
11217,0.910841
11218,0.999438
11219,0.000024
1122,0.999824
11220,0.226885
11221,0.403815
11222,0.991866
11223,0.081033
11224,0.989096
11225,0.088305
11226,0.001952
11227,0.998894
11228,0.385320
11229,0.999733
1123,0.000201
11230,0.994260
11231,0.988536
11232,0.831379
11233,0.185670
11234,0.001089
11235,0.999860
11236,0.011880
11237,0.990710
11238,0.996399
11239,0.965801
1124,0.225117
11240,0.086164
11241,0.947867
11242,0.999874
11243,0.005875
11244,0.989206
11245,0.012642
11246,0.258475
11247,0.999923
11248,0.999980
11249,0.999061
1125,0.000856
11250,0.952071
11251,0.922196
11252,0.007194
11253,0.999866
11254,0.999726
11255,0.698754
11256,0.014894
11257,0.003276
11258,0.999999
11259,0.020189
1126,0.099452
11260,0.003140
11261,0.999152
11262,0.999958
11263,0.025733
11264,0.002835
11265,0.264481
11266,0.056835
11267,0.086947
11268,0.830984
11269,0.999915
1127,0.002271
11270,0.004456
11271,0.160449
11272,0.998282
11273,0.994736
11274,0.999606
11275,0.005027
11276,0.009683
11277,0.999612
11278,0.985350
11279,0.999919
1128,0.023465
11280,0.240011
11281,0.999514
11282,0.999841
11283,0.999182
11284,0.996311
11285,0.343534
11286,0.999470
11287,0.010160
11288,0.035240
11289,0.000166
1129,0.717367
11290,0.999516
11291,0.001947
11292,0.995996
11293,0.999078
11294,0.999551
11295,0.007299
11296,0.976592
11297,0.998302
11298,0.011971
11299,0.228332
113,0.981951
1130,0.982435
11300,0.999698
11301,0.008217
11302,0.845314
11303,0.991429
11304,0.827296
11305,0.997594
11306,0.999801
11307,0.993331
11308,0.995429
11309,0.998432
1131,0.989442
11310,0.999827
11311,0.951344
11312,0.999990
11313,0.005206
11314,0.999498
11315,0.049220
11316,0.999819
11317,0.035262
11318,0.004952
11319,0.997434
1132,0.133287
11320,0.947626
11321,0.999850
11322,0.999581
11323,0.000430
11324,0.012369
11325,0.153480
11326,0.993253
11327,0.689007
11328,0.010390
11329,0.998650
1133,0.003201
11330,0.024864
11331,0.995859
11332,0.999943
11333,0.989852
11334,0.887877
11335,0.995205
11336,0.011855
11337,0.829099
11338,0.118991
11339,0.878549
1134,0.170459
11340,0.998251
11341,0.998419
11342,0.008403
11343,0.999422
11344,0.999963
11345,0.000400
11346,0.999876
11347,0.999976
11348,0.882134
11349,0.967986
1135,0.004334
11350,0.032224
11351,0.000498
11352,0.999149
11353,0.001004
11354,0.088763
11355,0.000192
11356,1.000000
11357,0.999306
11358,0.990656
11359,0.028686
1136,0.999839
11360,0.945242
11361,0.001945
11362,0.022790
11363,0.999858
11364,0.005375
11365,0.049376
11366,0.999873
11367,0.006038
11368,0.072877
11369,0.005195
1137,0.028595
11370,0.998620
11371,0.991735
11372,0.558193
11373,0.027947
11374,0.016002
11375,0.005292
11376,0.006551
11377,0.005959
11378,0.997219
11379,0.968168
1138,0.000415
11380,0.948731
11381,0.668754
11382,0.981775
11383,0.999774
11384,0.010393
11385,0.999686
11386,0.999987
11387,0.999060
11388,0.013667
11389,0.245051
1139,0.551534
11390,0.000395
11391,0.999883
11392,0.010762
11393,0.074095
11394,0.999483
11395,0.923011
11396,0.004728
11397,0.016711
11398,0.999981
11399,0.999942
114,0.143419
1140,0.008318
11400,0.550901
11401,0.010318
11402,0.999491
11403,0.092236
11404,0.001598
11405,0.006129
11406,0.999876
11407,0.061538
11408,0.982533
11409,0.000131
1141,0.004986
11410,0.096076
11411,0.992753
11412,0.999856
11413,0.004422
11414,0.074795
11415,0.301293
11416,0.999732
11417,0.518893
11418,0.308733
11419,0.960776
1142,0.066475
11420,0.960830
11421,0.012138
11422,0.998710
11423,0.995861
11424,0.011623
11425,0.901116
11426,0.984766
11427,0.997912
11428,0.999766
11429,0.999918
1143,0.016591
11430,0.796202
11431,0.000214
11432,0.017689
11433,0.286966
11434,0.023305
11435,0.999958
11436,0.866846
11437,0.965962
11438,0.998760
11439,0.999965
1144,0.999628
11440,0.000072
11441,0.999682
11442,0.999702
11443,0.999651
11444,0.037728
11445,0.987898
11446,0.000211
11447,0.000703
11448,0.996465
11449,0.991171
1145,0.999899
11450,0.422669
11451,0.991957
11452,0.810546
11453,0.980467
11454,0.725950
11455,0.006229
11456,0.023941
11457,0.007929
11458,0.997936
11459,0.999797
1146,0.988625
11460,0.007738
11461,0.851439
11462,0.570821
11463,0.000028
11464,0.961491
11465,0.074118
11466,0.016636
11467,0.017169
11468,0.970265
11469,0.998894
1147,0.999992
11470,0.999763
11471,0.735411
11472,0.999997
11473,0.999988
11474,0.060616
11475,0.019997
11476,0.014579
11477,0.000588
11478,0.985070
11479,0.012832
1148,0.000516
11480,0.072614
11481,0.002527
11482,0.826617
11483,0.991601
11484,0.008418
11485,0.019810
11486,0.999830
11487,0.999353
11488,0.999779
11489,0.000534
1149,0.999408
11490,0.992869
11491,0.017785
11492,0.019049
11493,0.000050
11494,0.980500
11495,0.098498
11496,0.999715
11497,0.995456
11498,0.073023
11499,0.148939
115,0.122389
1150,0.038741
11500,0.033705
11501,0.115294
11502,0.950430
11503,0.885310
11504,0.000103
11505,0.017050
11506,0.999985
11507,0.404012
11508,0.000063
11509,0.254151
1151,0.999952
11510,0.999655
11511,0.020556
11512,0.950335
11513,0.997248
11514,0.955004
11515,0.999958
11516,0.992844
11517,0.096495
11518,0.001267
11519,0.969441
1152,0.028565
11520,0.999266
11521,0.997353
11522,0.830765
11523,0.002105
11524,0.087362
11525,0.057472
11526,0.999282
11527,0.999997
11528,0.001112
11529,0.000205
1153,0.000204
11530,0.999557
11531,0.000402
11532,0.055467
11533,0.999763
11534,0.020793
11535,0.999775
11536,0.998468
11537,0.809091
11538,0.000329
11539,0.999481
1154,0.983787
11540,0.041883
11541,0.999478
11542,0.941629
11543,0.043020
11544,0.000089
11545,0.005408
11546,0.002310
11547,0.000245
11548,0.948433
11549,0.017060
1155,0.995416
11550,0.999922
11551,0.001660
11552,0.999690
11553,0.993749
11554,0.999953
11555,0.977995
11556,0.003012
11557,0.020301
11558,0.262118
11559,0.009305
1156,0.005613
11560,0.001380
11561,0.998263
11562,0.999522
11563,0.008654
11564,0.001948
11565,0.016193
11566,0.001404
11567,0.998717
11568,0.025330
11569,0.635683
1157,0.948873
11570,0.312675
11571,0.997603
11572,0.001408
11573,0.001013
